id,glyph_modern,glyph_trad,pinyin,pinyin_tone,radical,pictograph_type,geometry,semantics,evolution,svg_jiaguwen,svg_modern,svg_url,thumbnail_url,meaning_zh,meaning_en,mnemonic_zh,mnemonic_en,embedding,inscription_count,verified,source,created_at,updated_at,meaning_it,strokes,difficulty,set_id,status,mnemonic_image_url,mnemonic_svg,mnemonic_story_en,mnemonic_story_zh,mnemonic_story_it,etymology,mnemonic_it,stroke_count,example_word_zh,example_word_en,illustration_url,glyph_oracle,tags,source_id,image_url,visual_description,hsk_level,renjiao_grade,renjiao_lesson,renjiao_type,ai_filled_at,human_edited_at,ai_confidence,needs_review,first_source_label
8edff9bf-85cb-410e-a9a0-aba836027414,看,null,kàn,null,目,pictogram,{},{},{},null,null,null,null,观看或注视。,To look at or watch.,用手遮住眼睛上方，努力看清远处的东西。,A hand shading the eyes to get a better look at something.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 21:19:27.666806+00,2026-04-08 21:19:27.666806+00,Guardare o osservare.,null,2,actions,draft,null,null,null,null,null,"Oracle bone script combined the eye radical with a hand gesture, literally showing someone using their hand to shade their eyes while looking. This composite meaning of 'to look carefully' has remained unchanged for millennia.",Una mano che fa ombra agli occhi per vedere meglio qualcosa.,9,看书,read a book,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
e54a980a-61e5-4fa5-bfff-a6d10eb891a3,人,null,rén,null,人,pictogram,{},{},{},null,null,null,null,指人类或个体的人。,A human being or person.,像一个人张开双腿走路的样子。,A stick figure person with two legs walking forward.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 22:47:24.930111+00,2026-04-08 22:47:24.930111+00,Un essere umano o una persona.,null,1,body,draft,null,null,null,null,null,The oracle bone form depicts a standing human figure in profile with arms and legs clearly visible. This is one of the most fundamental pictographic characters showing the human form.,Una figura stilizzata di persona con due gambe che cammina in avanti.,2,人民,people,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
93f55f6f-50fb-4827-ae9c-6ea7ea580311,目,null,mù,null,目,pictogram,{},{},{},null,null,null,null,指眼睛，用来看东西的器官。,"The eye, used for seeing and vision.",像一只竖立的眼睛，中间有眼珠。,A rectangular eye with a pupil in the center looking straight at you.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 22:47:25.082652+00,2026-04-08 22:47:25.082652+00,"L'occhio, usato per vedere e la visione.",null,1,body,draft,null,null,null,null,null,The oracle bone character clearly shows an eye in vertical orientation with the pupil depicted as a dark center. The shape evolved from a realistic representation of a human eye viewed frontally.,Un occhio rettangolare con la pupilla al centro che ti guarda dritto.,5,眼目,eyes,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
671fddb3-682f-49d0-be1e-dc2081f57051,口,null,kǒu,null,口,pictogram,{},{},{},null,null,null,null,指嘴巴，用来吃饭和说话的器官。,"The mouth, opening for eating and speaking.",像张开的嘴巴的方形开口。,A square opening like an open mouth ready to speak or eat.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 22:47:25.2599+00,2026-04-08 22:47:25.2599+00,"La bocca, apertura per mangiare e parlare.",null,2,body,draft,null,null,null,null,null,The oracle bone form shows a simple rectangular or circular opening representing the human mouth. This pictograph directly depicts the mouth as a hollow opening in the face.,Un'apertura quadrata come una bocca aperta pronta a parlare o mangiare.,3,人口,population,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
08db7d9d-67e3-4c11-b65d-c2d070df5453,心,null,xīn,null,心,pictogram,{},{},{},null,null,null,null,指心脏，也指情感和思想的中心。,"The heart, center of emotions and feelings.",像心脏的形状，有心室和血管分支。,The anatomical heart with chambers and vessels branching out.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 22:47:25.426173+00,2026-04-08 22:47:25.426173+00,"Il cuore, centro delle emozioni e dei sentimenti.",null,2,body,draft,null,null,null,null,null,"The oracle bone character depicts the physical heart organ with its distinctive shape and internal divisions. Ancient Chinese saw the heart as the seat of thought and emotion, not just a physical organ.",Il cuore anatomico con camere e vasi che si diramano.,4,心情,mood,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
4978444d-6be3-4a05-b6df-0cb401ff2542,龟,null,guī,null,龟,pictogram,{},{},{},null,null,null,null,龟类爬行动物。,A turtle or tortoise.,字形像龟壳上伸出头部，还能看到四肢。,The character resembles a turtle shell with a head poking out and legs visible.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 21:19:27.830384+00,2026-04-08 21:19:27.830384+00,Una tartaruga.,null,3,animals,draft,null,null,null,null,null,"Oracle bone script depicted a remarkably detailed turtle from above, showing the distinctive shell pattern, head, and four legs. Ancient Chinese used turtle shells for divination, making this character especially important in early writing.",Il carattere ricorda un guscio di tartaruga con la testa che sporge e le zampe visibili.,7,乌龟,black turtle,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
884c7d1f-cc51-4b68-85e0-c756931b9682,一,null,yī,null,一,pictogram,{},{},{},null,null,null,null,数字一，代表统一和万物的开始。,"The number one, representing unity and the beginning of all things.",一条横线就像竖起的一根手指。,A single horizontal line like one finger held up.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 21:19:59.454916+00,2026-04-08 21:19:59.454916+00,"Il numero uno, che rappresenta l'unità e l'inizio di tutte le cose.",null,1,numbers,draft,null,null,null,null,null,"In oracle bone script, it was written as a simple horizontal line. This represents the concept of oneness and unity in its most basic form.",Una linea orizzontale come un dito alzato.,1,一天,one day,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
47111b57-ab6c-49a3-903c-36c89765d17e,二,null,èr,null,二,pictogram,{},{},{},null,null,null,null,数字二，代表对偶和成双。,"The number two, representing duality and pairs.",两条平行线就像并排竖起的两根手指。,Two parallel lines like two fingers held up together.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 21:19:59.62245+00,2026-04-08 21:19:59.62245+00,"Il numero due, che rappresenta la dualità e le coppie.",null,1,numbers,draft,null,null,null,null,null,Oracle bone script showed two horizontal lines stacked vertically. This directly represents the quantity two through visual duplication.,Due linee parallele come due dita alzate insieme.,2,二月,February,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
9040b0a5-9ab6-4be1-9eb5-a4e5fc9caeed,五,null,wǔ,null,二,pictogram,{},{},{},null,null,null,null,数字五，常与中国哲学中的五行相关联。,"The number five, often associated with the five elements in Chinese philosophy.",两横被竖笔交叉，像用五个手指数数。,"Two horizontal lines crossed by vertical strokes, like counting on five fingers.",null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 21:19:59.782455+00,2026-04-08 21:19:59.782455+00,"Il numero cinque, spesso associato ai cinque elementi nella filosofia cinese.",null,2,numbers,draft,null,null,null,null,null,The oracle bone form resembled crossed lines representing the intersection of heaven and earth. It evolved to represent the middle number in the ancient counting system of ten.,"Due linee orizzontali attraversate da tratti verticali, come contare con cinque dita.",4,五月,May,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
0f69cc1a-f0e3-4d7c-be74-2d1f172b7f0d,八,null,bā,null,八,pictogram,{},{},{},null,null,null,null,数字八，在中国文化中被认为是幸运数字。,"The number eight, considered a lucky number in Chinese culture.",两笔分开，像把东西分成八份。,"Two strokes dividing apart, like splitting something into eight pieces.",null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 21:19:59.941124+00,2026-04-08 21:19:59.941124+00,"Il numero otto, considerato un numero fortunato nella cultura cinese.",null,2,numbers,draft,null,null,null,null,null,"In oracle bones, it appeared as two diverging lines representing division or separation. The shape suggested the concept of splitting or branching into multiple parts, eventually representing eight.","Due tratti che si dividono, come dividere qualcosa in otto pezzi.",2,八月,August,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
49a7abfb-3d8b-4b47-89d3-cb188d84d2c1,千,null,qiān,null,十,pictogram,{},{},{},null,null,null,null,数字一千，代表大量。,"The number one thousand, representing a large quantity.",一个人（人）头上有横线，承载着千的重量。,"A person (人) with a horizontal line above, carrying the weight of a thousand.",null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 21:20:00.083612+00,2026-04-08 21:20:00.083612+00,"Il numero mille, che rappresenta una grande quantità.",null,3,numbers,draft,null,null,null,null,null,"The oracle bone form combined elements suggesting abundance and multitude. It originally depicted concepts related to many people or great quantities, evolving into the specific number one thousand.","Una persona (人) con una linea orizzontale sopra, che porta il peso di mille.",3,千米,kilometer,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
02fe3dfa-02ce-42ef-8682-1e739ade348a,山,null,shān,null,山,pictogram,{},{},{},null,null,null,null,高出地面很多的土石构成的高地。,A mountain or hill with peaks and slopes.,三个山峰连在一起，像山脉的轮廓。,Three peaks rising up like a mountain range silhouette.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 22:46:54.914162+00,2026-04-08 22:46:54.914162+00,Una montagna o collina con picchi e pendii.,null,1,nature,draft,null,null,null,null,null,"The oracle bone form shows three triangular peaks side by side, directly depicting mountain ridges. This pictograph clearly resembles the outline of mountains against the horizon.",Tre picchi che si alzano come il profilo di una catena montuosa.,3,山水,landscape,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
c931b0f8-294d-4b2a-85fc-fb3869241119,火,null,huǒ,null,火,pictogram,{},{},{},null,null,null,null,物体燃烧时产生的光焰。,"Fire, flame, or burning combustion.",跳动的火焰，火花从底部向上飞舞。,Dancing flames with sparks flying upward from the base.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 22:46:55.104288+00,2026-04-08 22:46:55.104288+00,"Fuoco, fiamma o combustione ardente.",null,1,nature,draft,null,null,null,null,null,"The oracle bone script depicts flames rising with characteristic flickering patterns and sparks. The central vertical line represents the main flame while the surrounding strokes show the dancing, irregular nature of fire.",Fiamme danzanti con scintille che volano verso l'alto dalla base.,4,火车,train,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
d5e2caf5-73c8-4e06-bfcb-5152c8115eb7,水,null,shuǐ,null,水,pictogram,{},{},{},null,null,null,null,无色无味的液体，江河湖海的主要成分。,"Water in liquid form, flowing or still.",流动的小溪，波纹和水流向下流淌。,Flowing stream with ripples and currents moving downward.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 22:46:55.280169+00,2026-04-08 22:46:55.280169+00,"Acqua in forma liquida, che scorre o ferma.",null,2,nature,draft,null,null,null,null,null,"The oracle bone form shows a central flow line with smaller streams or ripples on both sides. This captures the essential nature of water as a flowing, branching substance that moves in channels and tributaries.",Ruscello che scorre con increspature e correnti verso il basso.,4,水果,fruit,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
9a55f8c7-f770-45e6-8a9f-8f90c342496d,田,null,tián,null,田,pictogram,{},{},{},null,null,null,null,种植农作物的土地。,A cultivated field or farmland for growing crops.,方形的农田被灌溉沟渠分割开来。,Square plots of farmland divided by irrigation channels.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 22:46:55.440954+00,2026-04-08 22:46:55.440954+00,Un campo coltivato o terreno agricolo per la coltivazione.,null,2,places,draft,null,null,null,null,null,"The oracle bone script shows rectangular field plots with clear boundary lines and divisions. This represents the ancient Chinese practice of dividing agricultural land into organized, geometric sections for efficient farming and water management.",Appezzamenti quadrati di terreno agricolo divisi da canali di irrigazione.,5,田野,field,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
da6aec6e-417b-4b47-88eb-7bbefeb4b47f,雨,null,yǔ,null,雨,pictogram,{},{},{},null,null,null,null,从天空中的云落下的水滴。,Rain falling from clouds as water droplets.,水平的云朵上方，许多雨滴直直落下。,Horizontal clouds above with many raindrops falling straight down.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 22:46:55.608736+00,2026-04-08 22:46:55.608736+00,Pioggia che cade dalle nuvole come goccioline d'acqua.,null,3,nature,draft,null,null,null,null,null,"The oracle bone form depicts the sky or clouds at the top with multiple vertical lines representing falling raindrops. The horizontal strokes represent the cloud layer from which rain originates, while the vertical lines clearly show precipitation descending to earth.",Nuvole orizzontali sopra con molte gocce di pioggia che cadono dritte.,8,雨天,rainy day,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
6cffc897-f880-48e8-86dd-6080c5416dae,身,null,shēn,null,身,pictogram,{},{},{},null,null,null,null,指人的身体或躯体。,The body or physical form of a person.,像怀孕妇女的侧面轮廓，显示出身体的形状。,A pregnant woman's profile showing the swollen belly and body shape.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 22:47:25.579598+00,2026-04-08 22:47:25.579598+00,Il corpo o la forma fisica di una persona.,null,3,body,draft,null,null,null,null,null,"The oracle bone form shows a human figure with an enlarged midsection, possibly representing pregnancy as the ultimate expression of the body. This emphasizes the body as a vessel for life and physical existence.",Il profilo di una donna incinta che mostra il ventre gonfio e la forma del corpo.,7,身体,body,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
fe7de4d9-44b6-42b3-a996-7441acdc8fa1,三,null,sān,null,一,pictogram,{},{},{},null,null,null,null,数字三。,The number three.,三条横线像三层楼房叠在一起。,Three horizontal lines stacked like three floors of a building.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:24:10.944029+00,2026-04-08 23:24:10.944029+00,Il numero tre.,null,1,numbers,draft,null,null,null,null,null,"In oracle bone script, three was represented by three horizontal strokes, directly showing the quantity. This is one of the clearest examples of numerical representation in early Chinese writing.",Tre linee orizzontali impilate come tre piani di un edificio.,3,三月,March,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
8c2b2ed0-33e9-44da-b4ec-8ec6fa0edab1,十,null,shí,null,十,pictogram,{},{},{},null,null,null,null,数字十。,The number ten.,像十字架，表示双手数完了十个数。,A cross marking the completion of counting on both hands.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:24:11.288086+00,2026-04-08 23:24:11.288086+00,Il numero dieci.,null,2,numbers,draft,null,null,null,null,null,"In oracle bone script, ten was written as a vertical line crossed by a horizontal line, symbolizing completeness. This cross shape represented the full cycle of counting and became the basis for the decimal system.",Come una croce che segna il completamento del conteggio su entrambe le mani.,2,十月,October,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
f415a713-3c21-42e6-a3a5-0f1208753a65,百,null,bǎi,null,白,pictogram,{},{},{},null,null,null,null,数字一百。,The number one hundred.,白色的米粒多得数不清，达到一百粒。,White rice grains so numerous they reach a hundred.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:24:11.429795+00,2026-04-08 23:24:11.429795+00,Il numero cento.,null,2,numbers,draft,null,null,null,null,null,The oracle bone form combined the concept of 'white' with numerical marks to represent a large quantity. The character evolved from pictographic representations of counting marks or tally systems used for large numbers.,Chicchi di riso bianco così numerosi da raggiungere il centinaio.,6,百年,century,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
59f2ad33-6815-4273-811d-eb8822c97992,万,null,wàn,null,一,pictogram,{},{},{},null,null,null,null,数字一万。,The number ten thousand.,像蝎子有无数后代，代表一万个。,A scorpion with countless offspring representing ten thousand.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:24:11.623017+00,2026-04-08 23:24:11.623017+00,Il numero diecimila.,null,3,numbers,draft,null,null,null,null,null,"Originally depicted a scorpion in oracle bone script, chosen because scorpions were associated with vast numbers due to their prolific reproduction. The connection between the creature and the large number became conventionalized over time.",Come uno scorpione con innumerevoli discendenti che rappresenta diecimila.,3,万岁,long live,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
e2ba7eb6-5aa3-4293-89bc-0b41664e7795,零,null,líng,null,雨,pictogram,{},{},{},null,null,null,null,零是表示没有或空值的数字。,Zero is the numerical digit representing nothing or null value.,雨滴飘落代表零的空虚——没有实质的东西留下。,Rain drops falling represent the emptiness of zero - nothing substantial remains.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:24:50.239001+00,2026-04-08 23:24:50.239001+00,Zero è la cifra numerica che rappresenta il nulla o un valore nullo.,null,1,numbers,draft,null,null,null,null,null,Originally depicted scattered raindrops or small fragments. The concept evolved to represent the absence of quantity or emptiness.,Le gocce di pioggia che cadono rappresentano il vuoto dello zero - non rimane nulla di sostanziale.,13,零点,zero hour,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
bcac551d-73b2-4bd2-baa1-8c5cf09998ed,双,null,shuāng,null,又,pictogram,{},{},{},null,null,null,null,双表示成对或两个相同的东西在一起。,Double means a pair or two of the same kind together.,两只手握在一起显示了成对或双倍的概念。,Two hands grasping together show the concept of a pair or double.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:24:50.413748+00,2026-04-08 23:24:50.413748+00,Doppio significa una coppia o due della stessa specie insieme.,null,1,numbers,draft,null,null,null,null,null,Oracle bone form showed two hands or two identical objects side by side. This naturally evolved to represent the concept of pairs and doubles.,Due mani che si afferrano insieme mostrano il concetto di coppia o doppio.,4,双手,both hands,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
16deb3c4-5af9-49ba-9ae8-22ae5a93801c,半,null,bàn,null,十,pictogram,{},{},{},null,null,null,null,半表示某物被分成两个相等部分中的一个。,Half means one of two equal parts of something divided.,一头牛从中间分开显示了清楚的一分为二。,A cow split down the middle shows the clear division into halves.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:24:50.587417+00,2026-04-08 23:24:50.587417+00,Metà significa una delle due parti uguali di qualcosa diviso.,null,2,numbers,draft,null,null,null,null,null,Oracle bone script depicted an object split vertically down the middle. The splitting line clearly showed the division into two equal parts.,Una mucca divisa nel mezzo mostra la chiara divisione in metà.,5,半天,half day,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
b02ca6e1-4501-4b3e-b66a-b82870a63017,兆,null,zhào,null,儿,pictogram,{},{},{},null,null,null,null,兆表示极大的数字，最初意思是征兆。,"Trillion represents an extremely large number, originally meaning omen.",龟壳占卜的裂纹预示着无数未来的可能性如万亿。,Cracks in turtle shell divination predict countless future possibilities like trillions.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:24:50.754659+00,2026-04-08 23:24:50.754659+00,"Trilione rappresenta un numero estremamente grande, originariamente significava presagio.",null,2,numbers,draft,null,null,null,null,null,Originally showed cracks on oracle bones used for divination rituals. The countless crack patterns led to its association with vast numbers.,Le crepe nella divinazione del guscio di tartaruga predicono innumerevoli possibilità future come trilioni.,6,兆头,omen,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
f1d2116e-af91-4f65-b76e-cbdf5d679e06,亿,null,yì,null,亻,pictogram,{},{},{},null,null,null,null,亿在中国数字系统中表示巨大的数量。,Hundred million represents an enormous quantity in the Chinese numerical system.,一个人被一亿个事物的巨大数量所压倒。,A person overwhelmed by the vastness of a hundred million things.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:24:50.920423+00,2026-04-08 23:24:50.920423+00,Cento milioni rappresenta una quantità enorme nel sistema numerico cinese.,null,3,numbers,draft,null,null,null,null,null,Combined the person radical with phonetic elements to represent vast quantities. The human element emphasized the incomprehensible scale from a person's perspective.,Una persona sopraffatta dalla vastità di cento milioni di cose.,3,亿万,hundreds of millions,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
